coarser_steps,finer_steps,strong_l1_mean,strong_l1_standard_error,strong_l1_ci95_low,strong_l1_ci95_high,weak_payoff_difference_mean,weak_payoff_difference_standard_error,weak_payoff_difference_ci95_low,weak_payoff_difference_ci95_high
2048,4096,0.05679004637545199,0.00015275465842777897,0.056490647244933544,0.05708944550597044,-2.289155437905336e-05,0.00020403867707642715,-0.00042280736144885054,0.00037702425269074387
4096,8192,0.04015704964980474,0.00010782023486034202,0.03994572198947847,0.04036837731013101,9.42263111641374e-05,0.00014393306217784583,-0.0001878824907044404,0.00037633511303271523
